relation_id,source_type,source_id,relation_type,target_type,target_id
15814,symptom,207,supports,symptom,657
15815,disease,239,treats,acupoint,603
15816,symptom,126,supports,disease,740
15817,symptom,345,supports,disease,386
15818,acupoint,665,related_to,acupoint,254
15819,symptom,596,related_to,acupoint,179
15820,acupoint,424,treats,acupoint,447
15821,acupoint,622,treats,disease,733
15822,symptom,749,related_to,symptom,64
15823,disease,123,supports,symptom,488
15824,symptom,746,treats,symptom,83
15825,symptom,477,supports,acupoint,422
15826,disease,671,supports,symptom,206
15827,disease,666,treats,acupoint,338
15828,disease,392,related_to,symptom,169
15829,disease,132,related_to,disease,135
15830,acupoint,656,supports,disease,769
15831,symptom,303,treats,symptom,474
15832,acupoint,781,related_to,symptom,65
15833,acupoint,450,related_to,disease,313
15834,symptom,429,related_to,symptom,781
15835,acupoint,270,treats,disease,284
15836,symptom,589,treats,disease,86
15837,disease,323,supports,acupoint,513
15838,symptom,642,related_to,symptom,14
15839,acupoint,160,related_to,acupoint,541
15840,symptom,176,supports,acupoint,404
15841,acupoint,172,related_to,acupoint,242
15842,disease,299,treats,acupoint,2
15843,acupoint,179,treats,acupoint,230
15844,symptom,138,treats,disease,26
15845,symptom,588,treats,acupoint,541
15846,symptom,194,related_to,acupoint,760
15847,symptom,749,supports,disease,179
15848,disease,251,treats,acupoint,579
15849,acupoint,228,supports,acupoint,13
15850,acupoint,209,treats,symptom,712
15851,disease,167,treats,acupoint,275
15852,acupoint,42,related_to,acupoint,134
15853,disease,97,related_to,disease,761
15854,symptom,415,treats,acupoint,411
15855,disease,607,supports,symptom,516
15856,symptom,162,related_to,disease,708
15857,disease,624,treats,symptom,174
15858,symptom,16,supports,acupoint,475
15859,disease,600,supports,symptom,596
15860,acupoint,275,related_to,acupoint,689
15861,symptom,191,treats,symptom,174
15862,disease,740,supports,acupoint,469
15863,symptom,170,supports,symptom,503
15864,acupoint,753,related_to,acupoint,591
15865,symptom,194,supports,disease,297
15866,disease,232,related_to,disease,54
15867,acupoint,765,treats,disease,556
15868,disease,772,supports,acupoint,550
15869,disease,427,related_to,acupoint,147
15870,symptom,10,related_to,disease,638
15871,acupoint,121,treats,disease,531
15872,acupoint,780,supports,acupoint,461
15873,symptom,51,related_to,symptom,324
15874,disease,346,related_to,acupoint,270
15875,symptom,572,supports,disease,280
15876,acupoint,223,treats,acupoint,447
15877,disease,74,related_to,acupoint,377
15878,acupoint,229,treats,symptom,786
15879,symptom,566,treats,symptom,686
15880,disease,223,supports,symptom,197
15881,symptom,652,related_to,symptom,307
15882,disease,149,treats,disease,365
15883,acupoint,287,treats,symptom,61
15884,disease,171,related_to,symptom,504
15885,acupoint,531,supports,symptom,626
15886,acupoint,661,related_to,disease,742
15887,acupoint,255,treats,symptom,710
15888,symptom,789,related_to,symptom,393
15889,acupoint,676,supports,symptom,347
15890,disease,735,treats,acupoint,176
15891,acupoint,9,supports,acupoint,726
15892,disease,789,related_to,symptom,571
15893,disease,600,related_to,acupoint,161
15894,disease,756,treats,disease,501
15895,acupoint,729,treats,disease,196
15896,symptom,22,supports,acupoint,532
15897,acupoint,61,treats,acupoint,687
15898,acupoint,224,supports,acupoint,92
15899,acupoint,63,supports,acupoint,52
15900,symptom,178,supports,acupoint,116
15901,acupoint,203,supports,symptom,493
15902,symptom,108,related_to,acupoint,298
15903,acupoint,477,supports,symptom,165
15904,disease,376,related_to,acupoint,81
15905,disease,181,supports,disease,143
15906,symptom,364,supports,disease,378
15907,acupoint,523,related_to,acupoint,585
15908,disease,596,treats,disease,679
15909,disease,163,treats,symptom,763
15910,acupoint,369,supports,symptom,205
15911,acupoint,726,supports,acupoint,481
15912,acupoint,714,related_to,symptom,494
15913,disease,320,related_to,symptom,415
15914,acupoint,186,related_to,acupoint,299
15915,disease,415,treats,disease,497
15916,acupoint,614,related_to,symptom,274
15917,acupoint,189,treats,symptom,24
15918,acupoint,110,supports,disease,230
15919,acupoint,41,treats,disease,657
15920,acupoint,618,related_to,symptom,27
15921,symptom,442,related_to,symptom,47
15922,disease,737,treats,acupoint,165
15923,disease,112,supports,acupoint,357
15924,acupoint,516,supports,acupoint,380
15925,disease,180,treats,acupoint,794
15926,disease,512,related_to,acupoint,365
15927,acupoint,564,treats,acupoint,257
15928,acupoint,702,supports,symptom,527
15929,acupoint,371,treats,symptom,287
15930,disease,752,treats,symptom,753
15931,symptom,10,related_to,acupoint,476
15932,symptom,669,supports,symptom,593
15933,symptom,109,supports,disease,675
15934,disease,507,treats,symptom,734
15935,disease,397,supports,disease,664
15936,acupoint,535,treats,disease,131
15937,symptom,569,treats,disease,118
15938,symptom,204,related_to,acupoint,267
15939,acupoint,649,related_to,symptom,122
15940,symptom,87,related_to,symptom,641
15941,acupoint,720,supports,disease,579
15942,acupoint,156,supports,disease,313
15943,disease,743,supports,acupoint,344
15944,symptom,328,related_to,symptom,396
15945,acupoint,703,treats,acupoint,568
15946,acupoint,455,treats,acupoint,782
15947,disease,795,supports,acupoint,440
15948,symptom,432,treats,acupoint,572
15949,disease,305,related_to,disease,39
15950,symptom,501,related_to,symptom,521
15951,symptom,540,supports,disease,701
15952,acupoint,534,related_to,disease,299
15953,acupoint,238,treats,symptom,634
15954,symptom,566,supports,symptom,534
15955,disease,793,treats,disease,777
15956,symptom,525,treats,disease,585
15957,symptom,408,supports,acupoint,365
15958,acupoint,364,supports,disease,571
15959,acupoint,254,supports,acupoint,336
15960,acupoint,619,supports,disease,221
15961,acupoint,746,treats,acupoint,218
15962,disease,133,treats,disease,741
15963,symptom,342,supports,disease,347
15964,acupoint,461,related_to,acupoint,789
15965,acupoint,622,treats,symptom,421
15966,acupoint,81,supports,disease,793
15967,symptom,253,treats,disease,373
15968,disease,186,related_to,symptom,377
15969,disease,191,related_to,symptom,674
15970,disease,756,related_to,acupoint,121
15971,symptom,703,supports,disease,411
15972,symptom,106,treats,disease,1
15973,symptom,118,treats,disease,305
15974,symptom,345,treats,disease,312
15975,symptom,559,related_to,acupoint,661
15976,symptom,338,treats,symptom,370
15977,disease,114,treats,acupoint,649
15978,symptom,19,treats,acupoint,411
15979,symptom,119,related_to,disease,490
15980,acupoint,63,related_to,disease,551
15981,disease,63,treats,symptom,473
15982,acupoint,211,treats,acupoint,781
15983,symptom,317,supports,acupoint,710
15984,disease,79,treats,acupoint,203
15985,disease,395,related_to,acupoint,445
15986,acupoint,156,supports,symptom,767
15987,disease,635,supports,symptom,67
15988,disease,599,related_to,symptom,688
15989,disease,439,supports,acupoint,404
15990,symptom,651,related_to,disease,666
15991,symptom,607,supports,acupoint,339
15992,acupoint,772,related_to,acupoint,486
15993,symptom,322,supports,acupoint,623
15994,acupoint,105,related_to,symptom,107
15995,disease,202,supports,symptom,401
15996,disease,286,treats,acupoint,391
15997,acupoint,227,treats,acupoint,255
15998,acupoint,31,related_to,symptom,360
15999,symptom,175,treats,symptom,772
16000,acupoint,208,related_to,acupoint,634
16001,disease,526,supports,symptom,525
16002,symptom,562,supports,acupoint,69
16003,acupoint,297,supports,disease,203
16004,symptom,522,related_to,disease,418
16005,symptom,262,related_to,disease,68
16006,symptom,794,treats,acupoint,610
16007,acupoint,495,treats,disease,152
16008,acupoint,641,treats,disease,556
16009,symptom,316,treats,disease,752
16010,acupoint,202,treats,acupoint,8
16011,symptom,217,supports,symptom,23
16012,acupoint,639,treats,disease,317
16013,acupoint,361,supports,disease,718
16014,acupoint,520,treats,symptom,716
16015,symptom,105,treats,acupoint,118
16016,acupoint,344,supports,disease,14
16017,acupoint,191,supports,disease,691
16018,disease,156,supports,acupoint,407
16019,acupoint,716,treats,disease,426
16020,disease,241,treats,symptom,173
16021,symptom,126,related_to,acupoint,169
16022,acupoint,747,treats,acupoint,613
16023,symptom,332,related_to,disease,2
16024,symptom,200,related_to,acupoint,386
16025,symptom,523,supports,symptom,427
16026,symptom,109,related_to,symptom,57
16027,acupoint,29,related_to,disease,382
16028,disease,704,supports,acupoint,21
16029,symptom,28,supports,symptom,623
16030,acupoint,254,supports,symptom,493
16031,disease,657,related_to,disease,461
16032,disease,83,treats,disease,187
16033,symptom,134,treats,acupoint,281
16034,disease,241,treats,symptom,258
16035,disease,93,related_to,acupoint,497
16036,acupoint,745,treats,disease,83
16037,symptom,198,supports,disease,292
16038,acupoint,298,supports,acupoint,776
16039,disease,121,supports,symptom,92
16040,acupoint,154,supports,disease,151
16041,disease,422,supports,acupoint,612
16042,disease,178,treats,acupoint,651
16043,disease,763,supports,disease,146
16044,disease,92,treats,disease,489
16045,acupoint,486,related_to,symptom,616
16046,acupoint,364,related_to,disease,616
16047,acupoint,526,related_to,symptom,530
16048,acupoint,111,treats,acupoint,273
16049,disease,420,supports,disease,221
16050,acupoint,462,related_to,symptom,515
16051,symptom,705,treats,acupoint,621
16052,disease,793,supports,disease,515
16053,acupoint,149,related_to,symptom,514
16054,symptom,728,supports,acupoint,769
16055,acupoint,658,treats,acupoint,416
16056,symptom,579,related_to,acupoint,623
16057,acupoint,430,treats,symptom,776
16058,disease,310,treats,acupoint,380
16059,acupoint,23,treats,acupoint,433
16060,symptom,346,related_to,acupoint,149
16061,symptom,511,related_to,symptom,213
16062,acupoint,681,related_to,symptom,21
16063,symptom,793,supports,acupoint,76
16064,acupoint,448,treats,disease,577
16065,disease,508,related_to,symptom,786
16066,acupoint,123,related_to,acupoint,345
16067,disease,757,supports,symptom,550
16068,acupoint,465,treats,symptom,602
16069,symptom,32,related_to,disease,470
16070,disease,598,treats,acupoint,579
16071,disease,161,related_to,symptom,717
16072,disease,780,related_to,symptom,20
16073,disease,702,treats,acupoint,482
16074,disease,609,supports,symptom,602
16075,symptom,607,related_to,symptom,58
16076,disease,232,treats,disease,275
16077,acupoint,789,treats,symptom,625
16078,disease,308,treats,disease,254
16079,symptom,635,related_to,symptom,52
16080,disease,2,treats,symptom,456
16081,disease,64,related_to,acupoint,246
16082,symptom,500,treats,disease,118
16083,acupoint,799,supports,acupoint,595
16084,acupoint,681,treats,acupoint,534
16085,disease,709,supports,acupoint,684
16086,symptom,537,supports,disease,590
16087,acupoint,262,supports,disease,634
16088,acupoint,403,related_to,symptom,732
16089,disease,237,supports,acupoint,694
16090,symptom,589,treats,acupoint,597
16091,acupoint,513,supports,acupoint,489
16092,acupoint,644,treats,acupoint,532
16093,symptom,792,supports,disease,127
16094,disease,659,treats,symptom,502
16095,symptom,210,related_to,symptom,402
16096,acupoint,463,supports,acupoint,466
16097,symptom,499,related_to,disease,375
16098,acupoint,497,supports,symptom,372
16099,symptom,406,supports,symptom,438
16100,symptom,28,related_to,disease,509
16101,symptom,587,treats,symptom,60
16102,acupoint,646,treats,symptom,712
16103,symptom,372,supports,disease,689
16104,symptom,472,treats,symptom,93
16105,acupoint,638,treats,acupoint,121
16106,disease,57,supports,disease,595
16107,disease,399,related_to,symptom,400
16108,acupoint,265,supports,disease,593
16109,disease,686,supports,acupoint,523
16110,symptom,142,related_to,symptom,274
16111,symptom,95,treats,symptom,254
16112,symptom,383,treats,symptom,684
16113,disease,756,related_to,symptom,60
16114,symptom,678,treats,disease,765
16115,disease,339,treats,acupoint,317
16116,acupoint,112,related_to,symptom,741
16117,acupoint,88,supports,disease,766
16118,disease,358,treats,symptom,608
16119,symptom,792,supports,disease,26
16120,acupoint,408,supports,symptom,268
16121,acupoint,143,supports,symptom,93
16122,disease,519,related_to,symptom,654
16123,acupoint,218,treats,disease,162
16124,acupoint,19,treats,acupoint,687
16125,symptom,345,supports,symptom,273
16126,disease,133,supports,acupoint,340
16127,disease,103,related_to,symptom,178
16128,acupoint,603,supports,acupoint,418
16129,symptom,146,treats,symptom,29
16130,symptom,83,supports,disease,145
16131,symptom,408,treats,disease,441
16132,acupoint,129,related_to,acupoint,52
16133,disease,265,treats,disease,404
16134,symptom,704,treats,symptom,665
16135,acupoint,483,treats,disease,696
16136,symptom,583,supports,symptom,583
16137,disease,586,supports,symptom,285
16138,symptom,57,treats,symptom,529
16139,symptom,534,supports,acupoint,395
16140,disease,186,supports,acupoint,774
16141,symptom,662,related_to,disease,258
16142,acupoint,519,supports,disease,377
16143,disease,751,treats,acupoint,169
16144,symptom,184,supports,disease,774
16145,symptom,503,treats,acupoint,306
16146,symptom,197,related_to,symptom,384
16147,acupoint,277,treats,disease,399
16148,acupoint,492,supports,symptom,535
16149,disease,403,related_to,symptom,624
16150,acupoint,429,supports,symptom,786
16151,symptom,127,supports,disease,192
16152,acupoint,601,supports,disease,386
16153,symptom,251,related_to,disease,456
16154,disease,264,treats,disease,307
16155,disease,201,supports,acupoint,310
16156,symptom,305,supports,acupoint,628
16157,acupoint,90,treats,symptom,29
16158,acupoint,594,treats,disease,206
16159,symptom,265,treats,acupoint,455
16160,disease,514,treats,acupoint,344
16161,disease,617,related_to,acupoint,59
16162,disease,395,related_to,acupoint,176
16163,disease,81,supports,acupoint,767
16164,disease,645,supports,acupoint,476
16165,disease,37,supports,acupoint,585
16166,disease,469,treats,symptom,242
16167,acupoint,534,supports,symptom,540
16168,acupoint,440,supports,disease,242
16169,acupoint,543,treats,symptom,495
16170,symptom,704,supports,symptom,744
16171,symptom,693,treats,symptom,453
16172,acupoint,202,related_to,acupoint,572
16173,symptom,551,treats,disease,99
16174,acupoint,444,supports,symptom,174
16175,symptom,511,treats,symptom,26
16176,acupoint,184,treats,symptom,483
16177,disease,17,related_to,acupoint,69
16178,acupoint,299,related_to,symptom,380
16179,acupoint,418,treats,symptom,526
16180,symptom,773,treats,acupoint,517
16181,symptom,625,related_to,symptom,741
16182,acupoint,42,related_to,disease,330
16183,disease,708,supports,symptom,80
16184,acupoint,78,supports,acupoint,631
16185,symptom,93,related_to,disease,702
16186,acupoint,742,supports,symptom,564
16187,symptom,618,treats,symptom,121
16188,acupoint,521,treats,disease,496
16189,acupoint,273,treats,symptom,694
16190,disease,34,treats,acupoint,348
16191,symptom,291,treats,symptom,787
16192,acupoint,202,related_to,symptom,435
16193,symptom,57,treats,disease,41
16194,disease,322,treats,acupoint,636
16195,disease,138,supports,disease,458
16196,acupoint,566,related_to,symptom,530
16197,disease,549,treats,acupoint,114
16198,disease,507,related_to,acupoint,416
16199,acupoint,627,supports,disease,752
16200,symptom,150,supports,disease,695
16201,disease,380,treats,disease,615
16202,disease,773,supports,disease,633
16203,disease,564,treats,disease,705
16204,acupoint,726,related_to,symptom,148
16205,symptom,791,treats,disease,122
16206,disease,632,supports,disease,570
16207,symptom,689,supports,acupoint,43
16208,acupoint,230,related_to,acupoint,28
16209,acupoint,455,related_to,disease,41
16210,acupoint,185,supports,disease,336
16211,acupoint,214,supports,disease,695
16212,disease,797,treats,acupoint,430
16213,symptom,666,supports,disease,199
16214,acupoint,480,treats,disease,459
16215,acupoint,256,supports,acupoint,60
16216,symptom,124,supports,acupoint,639
16217,disease,362,supports,disease,364
16218,symptom,107,treats,acupoint,112
16219,acupoint,11,related_to,acupoint,24
16220,symptom,80,related_to,acupoint,296
16221,symptom,118,treats,acupoint,782
16222,disease,21,treats,disease,784
16223,acupoint,339,supports,disease,468
16224,acupoint,444,treats,symptom,326
16225,symptom,729,related_to,acupoint,397
16226,acupoint,718,treats,disease,195
16227,disease,575,related_to,symptom,673
16228,acupoint,298,treats,disease,539
16229,acupoint,147,supports,acupoint,522
16230,disease,459,related_to,acupoint,678
16231,acupoint,395,treats,acupoint,590
16232,acupoint,420,supports,acupoint,256
16233,symptom,348,treats,acupoint,318
16234,symptom,679,supports,disease,326
16235,acupoint,345,related_to,symptom,457
16236,symptom,643,treats,symptom,549
16237,acupoint,402,supports,acupoint,359
16238,disease,146,supports,symptom,643
16239,symptom,563,treats,acupoint,354
16240,disease,96,treats,disease,755
16241,acupoint,560,treats,symptom,99
16242,acupoint,450,treats,disease,291
16243,acupoint,114,supports,disease,636
16244,disease,659,supports,acupoint,62
16245,disease,535,related_to,acupoint,779
16246,symptom,79,related_to,acupoint,169
16247,symptom,56,supports,acupoint,173
16248,acupoint,109,treats,disease,553
16249,disease,503,treats,acupoint,537
16250,disease,319,supports,disease,519
16251,symptom,712,treats,symptom,419
16252,symptom,519,treats,symptom,132
16253,acupoint,345,treats,symptom,108
16254,acupoint,383,supports,symptom,479
16255,symptom,676,supports,acupoint,221
16256,disease,714,related_to,acupoint,109
16257,disease,81,related_to,disease,24
16258,symptom,619,related_to,acupoint,126
16259,acupoint,775,related_to,disease,5
16260,disease,637,supports,symptom,580
16261,acupoint,415,treats,acupoint,25
16262,symptom,306,related_to,symptom,498
16263,symptom,687,related_to,symptom,718
16264,acupoint,720,related_to,symptom,799
16265,disease,205,related_to,acupoint,356
16266,acupoint,82,treats,disease,513
16267,acupoint,618,related_to,symptom,786
16268,symptom,380,related_to,disease,264
16269,symptom,713,related_to,acupoint,226
16270,disease,380,supports,symptom,479
16271,acupoint,597,related_to,disease,4
16272,disease,374,treats,disease,71
16273,acupoint,4,supports,disease,659
16274,acupoint,333,related_to,acupoint,627
16275,symptom,174,treats,symptom,702
16276,symptom,200,related_to,disease,409
16277,acupoint,612,related_to,acupoint,376
16278,symptom,302,supports,acupoint,362
16279,disease,380,supports,symptom,607
16280,disease,466,treats,disease,213
16281,disease,532,supports,disease,344
16282,symptom,9,treats,acupoint,256
16283,symptom,32,supports,symptom,668
16284,disease,163,supports,disease,701
16285,disease,794,supports,acupoint,555
16286,disease,388,treats,symptom,520
16287,acupoint,525,related_to,symptom,26
16288,disease,43,related_to,acupoint,55
16289,symptom,655,related_to,acupoint,290
16290,acupoint,11,treats,acupoint,736
16291,acupoint,109,supports,acupoint,53
16292,symptom,113,treats,acupoint,143
16293,disease,248,treats,symptom,552
16294,symptom,420,supports,disease,607
16295,disease,437,related_to,symptom,415
16296,disease,206,related_to,symptom,525
16297,acupoint,365,supports,acupoint,586
16298,acupoint,188,treats,acupoint,615
16299,acupoint,261,treats,symptom,790
16300,symptom,411,treats,disease,430
16301,symptom,57,related_to,acupoint,423
16302,symptom,311,supports,symptom,261
16303,disease,742,supports,disease,771
16304,symptom,267,related_to,acupoint,664
16305,acupoint,733,treats,acupoint,421
16306,disease,15,supports,symptom,653
16307,acupoint,369,treats,symptom,39
16308,acupoint,176,related_to,symptom,92
16309,disease,97,supports,symptom,473
16310,acupoint,34,related_to,acupoint,693
16311,disease,284,related_to,disease,779
16312,disease,235,supports,symptom,573
16313,symptom,156,treats,symptom,317
16314,acupoint,68,related_to,symptom,263
16315,symptom,645,supports,disease,586
16316,acupoint,714,supports,symptom,347
16317,symptom,506,supports,acupoint,334
16318,symptom,64,related_to,disease,113
16319,disease,250,treats,symptom,617
16320,symptom,164,related_to,disease,40
16321,acupoint,424,supports,symptom,580
16322,acupoint,106,related_to,acupoint,626
16323,symptom,26,supports,acupoint,334
16324,acupoint,725,related_to,symptom,496
16325,symptom,725,related_to,symptom,643
16326,acupoint,794,related_to,symptom,773
16327,symptom,727,supports,acupoint,207
16328,symptom,647,treats,acupoint,247
16329,symptom,241,related_to,disease,797
16330,symptom,682,supports,symptom,108
16331,acupoint,720,treats,symptom,103
16332,acupoint,92,related_to,acupoint,626
16333,symptom,722,related_to,disease,603
16334,disease,474,treats,symptom,67
16335,acupoint,261,treats,acupoint,189
16336,symptom,28,related_to,acupoint,398
16337,symptom,101,supports,symptom,783
16338,disease,218,related_to,acupoint,59
16339,disease,512,treats,disease,406
16340,symptom,387,related_to,acupoint,190
16341,disease,725,supports,symptom,126
16342,acupoint,487,treats,disease,493
16343,acupoint,162,related_to,symptom,670
16344,disease,731,supports,disease,548
16345,acupoint,62,related_to,symptom,132
16346,symptom,608,related_to,acupoint,420
16347,symptom,707,supports,disease,240
16348,acupoint,513,related_to,disease,130
16349,symptom,325,related_to,disease,388
16350,symptom,497,supports,disease,625
16351,symptom,3,related_to,symptom,308
16352,acupoint,83,related_to,symptom,767
16353,disease,611,treats,acupoint,367
16354,acupoint,296,treats,symptom,325
16355,acupoint,786,related_to,acupoint,435
16356,symptom,787,supports,disease,678
16357,symptom,442,supports,disease,422
16358,symptom,438,supports,symptom,11
16359,acupoint,479,supports,acupoint,516
16360,acupoint,410,treats,disease,118
16361,acupoint,508,supports,symptom,658
16362,disease,278,supports,acupoint,298
16363,symptom,493,treats,acupoint,565
16364,acupoint,313,treats,acupoint,245
16365,acupoint,104,treats,disease,365
16366,disease,771,supports,disease,56
16367,acupoint,552,treats,acupoint,704
16368,symptom,484,supports,disease,628
16369,acupoint,517,treats,disease,355
16370,disease,15,supports,symptom,636
16371,disease,237,treats,acupoint,123
16372,acupoint,46,treats,acupoint,202
16373,symptom,788,supports,acupoint,666
16374,disease,278,treats,acupoint,383
16375,disease,84,treats,acupoint,784
16376,symptom,267,related_to,disease,165
16377,symptom,479,supports,acupoint,134
16378,acupoint,611,related_to,symptom,729
16379,disease,656,supports,disease,238
16380,disease,88,related_to,symptom,295
16381,symptom,390,treats,symptom,395
16382,disease,64,related_to,symptom,446
16383,disease,273,related_to,acupoint,151
16384,disease,215,related_to,symptom,756
16385,disease,658,supports,acupoint,269
16386,symptom,335,related_to,symptom,467
16387,disease,110,supports,disease,502
16388,symptom,536,treats,acupoint,322
16389,symptom,238,treats,disease,657
16390,symptom,483,supports,acupoint,415
16391,acupoint,445,treats,symptom,61
16392,acupoint,450,supports,symptom,647
16393,acupoint,735,treats,symptom,42
16394,symptom,345,supports,acupoint,512
16395,symptom,250,supports,symptom,239
16396,acupoint,547,related_to,symptom,740
16397,symptom,385,supports,acupoint,269
16398,disease,120,treats,disease,714
16399,acupoint,713,treats,disease,355
16400,acupoint,322,supports,acupoint,222
16401,symptom,154,treats,acupoint,426
16402,acupoint,630,treats,disease,782
16403,disease,524,supports,acupoint,282
16404,symptom,631,supports,disease,49
16405,disease,154,treats,symptom,310
16406,symptom,558,treats,disease,149
16407,disease,695,related_to,symptom,616
16408,acupoint,755,treats,symptom,514
16409,disease,94,related_to,symptom,411
16410,symptom,292,treats,symptom,306
16411,symptom,477,treats,symptom,544
16412,acupoint,610,supports,acupoint,651
16413,disease,547,treats,disease,402
16414,disease,102,related_to,disease,367
16415,symptom,532,supports,acupoint,674
16416,symptom,438,treats,symptom,452
16417,acupoint,28,treats,acupoint,424
16418,disease,71,treats,acupoint,9
16419,acupoint,432,treats,disease,457
16420,disease,618,treats,acupoint,415
16421,disease,662,related_to,acupoint,701
16422,disease,608,supports,disease,392
16423,symptom,277,treats,acupoint,736
16424,acupoint,133,supports,symptom,543
16425,disease,214,related_to,disease,105
16426,disease,251,treats,acupoint,654
16427,symptom,257,treats,disease,473
16428,acupoint,410,treats,acupoint,334
16429,acupoint,363,treats,acupoint,45
16430,symptom,270,supports,acupoint,24
16431,symptom,29,related_to,disease,227
16432,acupoint,35,treats,acupoint,332
16433,symptom,47,related_to,disease,381
16434,disease,718,related_to,disease,612
16435,acupoint,477,treats,acupoint,354
16436,symptom,330,treats,symptom,520
16437,disease,423,supports,symptom,106
16438,disease,154,supports,disease,485
16439,acupoint,148,related_to,acupoint,625
16440,symptom,156,related_to,acupoint,312
16441,acupoint,620,supports,symptom,499
16442,symptom,206,treats,acupoint,217
16443,acupoint,434,related_to,disease,673
16444,symptom,462,related_to,acupoint,248
16445,disease,352,treats,symptom,143
16446,acupoint,715,treats,acupoint,455
16447,symptom,445,treats,symptom,502
16448,disease,683,treats,acupoint,90
16449,acupoint,547,treats,symptom,353
16450,symptom,351,supports,acupoint,464
16451,acupoint,666,supports,disease,560
16452,symptom,729,supports,symptom,254
16453,acupoint,722,supports,acupoint,95
16454,symptom,523,supports,disease,564
16455,acupoint,372,related_to,acupoint,378
16456,acupoint,694,related_to,symptom,407
16457,disease,22,supports,disease,25
16458,symptom,350,related_to,disease,214
16459,acupoint,622,treats,acupoint,524
16460,symptom,626,related_to,acupoint,590
16461,acupoint,343,related_to,symptom,183
16462,disease,334,treats,disease,720
16463,acupoint,683,related_to,acupoint,157
16464,symptom,550,treats,acupoint,337
16465,acupoint,354,treats,symptom,401
16466,disease,196,treats,acupoint,201
16467,disease,573,related_to,symptom,709
16468,disease,158,treats,symptom,272
16469,acupoint,537,related_to,disease,283
16470,disease,729,treats,acupoint,275
16471,acupoint,316,related_to,symptom,512
16472,symptom,600,related_to,acupoint,459
16473,acupoint,787,treats,acupoint,686
16474,symptom,167,supports,acupoint,111
16475,symptom,522,treats,symptom,793
16476,symptom,781,treats,symptom,606
16477,acupoint,556,treats,disease,282
16478,acupoint,542,related_to,symptom,470
16479,acupoint,623,treats,acupoint,140
16480,acupoint,675,related_to,disease,126
16481,disease,375,related_to,symptom,467
16482,acupoint,759,treats,disease,385
16483,acupoint,50,related_to,acupoint,450
16484,disease,675,supports,symptom,733
16485,symptom,497,supports,disease,646
16486,disease,658,supports,symptom,501
16487,acupoint,156,related_to,disease,28
16488,disease,680,related_to,acupoint,358
16489,acupoint,140,supports,acupoint,98
16490,symptom,141,related_to,acupoint,738
16491,disease,524,supports,acupoint,406
16492,symptom,534,treats,disease,789
16493,acupoint,470,treats,symptom,152
16494,disease,666,related_to,symptom,742
16495,disease,665,treats,disease,465
16496,disease,446,supports,symptom,242
16497,disease,312,treats,acupoint,776
16498,acupoint,166,supports,acupoint,457
16499,acupoint,77,treats,acupoint,190
16500,symptom,507,treats,acupoint,129
16501,acupoint,309,related_to,symptom,296
16502,acupoint,658,treats,acupoint,280
16503,disease,222,related_to,disease,281
16504,disease,190,treats,disease,743
16505,symptom,137,supports,acupoint,506
16506,acupoint,496,treats,disease,792
16507,acupoint,203,related_to,disease,459
16508,acupoint,700,treats,disease,546
16509,symptom,270,related_to,acupoint,501
16510,disease,150,supports,symptom,155
16511,disease,695,related_to,symptom,619
16512,disease,571,related_to,symptom,167
16513,symptom,509,related_to,symptom,397
16514,disease,378,supports,symptom,505
16515,disease,792,supports,symptom,784
16516,symptom,780,supports,disease,109
16517,acupoint,26,treats,symptom,783
16518,symptom,450,treats,acupoint,433
16519,acupoint,226,related_to,symptom,664
16520,acupoint,404,supports,acupoint,784
16521,acupoint,518,treats,symptom,271
16522,symptom,284,related_to,symptom,295
16523,symptom,330,related_to,symptom,393
16524,symptom,680,related_to,disease,715
16525,disease,12,treats,symptom,29
16526,disease,437,supports,acupoint,287
16527,symptom,321,treats,acupoint,748
16528,acupoint,596,related_to,acupoint,772
16529,acupoint,472,supports,acupoint,300
16530,symptom,535,related_to,disease,614
16531,symptom,317,supports,disease,77
16532,symptom,296,supports,disease,170
16533,disease,329,supports,disease,596
16534,symptom,328,treats,disease,42
16535,disease,483,related_to,disease,634
16536,disease,85,related_to,symptom,473
16537,disease,278,supports,acupoint,350
16538,symptom,13,treats,acupoint,161
16539,symptom,611,related_to,acupoint,759
16540,symptom,757,related_to,symptom,576
16541,symptom,450,related_to,symptom,88
16542,acupoint,390,supports,disease,361
16543,acupoint,714,supports,symptom,116
16544,disease,610,treats,symptom,452
16545,disease,620,supports,acupoint,381
16546,disease,286,supports,acupoint,62
16547,disease,748,supports,symptom,437
16548,symptom,45,supports,symptom,14
16549,symptom,159,related_to,disease,746
16550,symptom,148,treats,disease,587
16551,acupoint,752,supports,acupoint,318
16552,acupoint,797,related_to,disease,617
16553,disease,517,related_to,disease,329
16554,acupoint,169,supports,acupoint,380
16555,disease,80,related_to,disease,191
16556,symptom,306,supports,symptom,240
16557,symptom,502,treats,symptom,616
16558,disease,744,supports,symptom,139
16559,acupoint,280,treats,acupoint,98
16560,disease,59,related_to,acupoint,425
16561,acupoint,767,related_to,disease,640
16562,symptom,655,supports,disease,708
16563,symptom,188,supports,symptom,314
16564,disease,643,supports,disease,521
16565,disease,469,related_to,acupoint,380
16566,acupoint,675,related_to,disease,373
16567,symptom,781,supports,disease,370
16568,symptom,202,supports,symptom,168
16569,symptom,692,treats,symptom,542
16570,symptom,667,supports,acupoint,637
16571,disease,42,related_to,disease,513
